person_id,family_name,first_name,name_lang,sex,rustication,rustication_start,rustication_end,place_of_rust,birthyear,deathyear,alt_name,alt_name_lang,place_of_birth,social_position,narrative_age,neibu_access,source_1,page_1,source_2,page_2,fictionality,narrative_status,commentary,note,created,created_by,last_modified,last_modified_by
P0257,He,Qifang,en,male,NULL,NULL,NULL,NULL,1912,1977,NULL,NULL,PL0169,NULL,,NULL,https://en.wikipedia.org/wiki/He_Qifang,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0257,何,其芳,zh,male,NULL,NULL,NULL,NULL,1912,1977,NULL,NULL,PL0169,NULL,,NULL,https://en.wikipedia.org/wiki/He_Qifang,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0258,Hegel,Georg Wilhelm Friedrich,en,male,NULL,NULL,NULL,NULL,1770,1831,NULL,NULL,PL0170,NULL,,NULL,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0258,黑格尔,格奥尔格·威廉·弗里德里希,zh,male,NULL,NULL,NULL,NULL,1770,1831,NULL,NULL,PL0170,NULL,,NULL,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0259,Heller,Joseph,en,male,NULL,NULL,NULL,NULL,1923,1999,NULL,NULL,PL0050,NULL,,NULL,https://en.wikipedia.org/wiki/Joseph_Heller,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0259,海勒,约瑟夫,zh,male,NULL,NULL,NULL,NULL,1923,1999,NULL,NULL,PL0050,NULL,,NULL,https://en.wikipedia.org/wiki/Joseph_Heller,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0260,Hemingway,Ernest,en,male,NULL,NULL,NULL,NULL,1899,1961,NULL,NULL,PL0171,NULL,,NULL,https://en.wikipedia.org/wiki/Ernest_Hemingway,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0260,海明威,欧内斯特,zh,male,NULL,NULL,NULL,NULL,1899,1961,NULL,NULL,PL0171,NULL,,NULL,https://en.wikipedia.org/wiki/Ernest_Hemingway,ONLINE SOURCE,,,,,,,2018-02-14,OS,2018-02-14,OS
P0261,Hugo,Victor,en,male,NULL,NULL,NULL,NULL,1802,1885,NULL,NULL,PL0172,NULL,,NULL,https://en.wikipedia.org/wiki/Victor_Hugo,ONLINE SOURCE,,,,,,,2018-02-15,OS,2018-02-15,OS
P0261,雨果,维克多,zh,male,NULL,NULL,NULL,NULL,1802,1885,NULL,NULL,PL0172,NULL,,NULL,https://en.wikipedia.org/wiki/Victor_Hugo,ONLINE SOURCE,,,,,,,2018-02-15,OS,2018-02-15,OS
P0262,Ionesco,Eugene,en,male,NULL,NULL,NULL,NULL,1909,1994,NULL,NULL,PL0173,NULL,,NULL,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Ionesco,ONLINE SOURCE,,,,,,,2018-02-15,OS,2018-02-15,OS
P0262,尤内斯库,欧仁,zh,male,NULL,NULL,NULL,NULL,1909,1994,NULL,NULL,PL0173,NULL,,NULL,https://en.wikipedia.org/wiki/Eug%C3%A8ne_Ionesco,ONLINE SOURCE,,,,,,,2018-02-15,OS,2018-02-15,OS
P0263,Ming,Xin,en,male,NULL,NULL,NULL,NULL,,,,,,,,,SS00207,ONLINE SOURCE,,,,,,,2018-02-19,MG,2018-02-19,MG
P0263,铭,心,zh,male,NULL,NULL,NULL,NULL,,,,,,,,,SS00207,ONLINE SOURCE,,,,,,,2018-02-19,MG,2018-02-19,MG
P0264,Ketlinskaya,Vera,en,female,NULL,NULL,NULL,NULL,1906,1976,凯特玲斯卡雅,zh,PL0174,NULL,,NULL,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%82%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%92%D0%B5%D1%80%D0%B0_%D0%9A%D0%B0%D0%B7%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0",ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0264,Кетлинская,Вера,ru,female,NULL,NULL,NULL,NULL,1906,1976,凯特琳斯卡娅,zh,PL0174,NULL,,NULL,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%82%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%92%D0%B5%D1%80%D0%B0_%D0%9A%D0%B0%D0%B7%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0",ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0264,凯特林斯卡娅,威拉,zh,female,NULL,NULL,NULL,NULL,1906,1976,NULL,NULL,PL0174,NULL,,NULL,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%82%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%92%D0%B5%D1%80%D0%B0_%D0%9A%D0%B0%D0%B7%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%BD%D0%B0",ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0265,Kim,Il-sung,en,male,NULL,NULL,NULL,NULL,1912,1994,NULL,NULL,PL0175,NULL,,NULL,https://en.wikipedia.org/wiki/Kim_Il-sung,ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0265,김,일성,ko,male,NULL,NULL,NULL,NULL,1912,1994,NULL,NULL,PL0175,NULL,,NULL,https://en.wikipedia.org/wiki/Kim_Il-sung,ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0265,金,日成,zh,male,NULL,NULL,NULL,NULL,1912,1994,NULL,NULL,PL0175,NULL,,NULL,https://en.wikipedia.org/wiki/Kim_Il-sung,ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0266,Wong,Jan,en,male,NULL,NULL,NULL,NULL,1952,,NULL,NULL,PL0176,NULL,,NULL,https://en.wikipedia.org/wiki/Jan_Wong,ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0266,黃,明珍,zh,male,NULL,NULL,NULL,NULL,1952,,NULL,NULL,PL0176,NULL,,NULL,https://en.wikipedia.org/wiki/Jan_Wong,ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0267,Li,Baiying,en,male,NULL,NULL,NULL,NULL,1903,1981,Li Cheng,en,PL0181,NULL,,NULL,https://baike.baidu.com/item/%E6%9D%8E%E7%99%BD%E8%8B%B1,,,,,,,,2018-02-16,OS,2019-04-28,WH
P0267,李,白英,zh,male,NULL,NULL,NULL,NULL,1903,1981,李澄,zh,PL0181,NULL,,NULL,https://baike.baidu.com/item/%E6%9D%8E%E7%99%BD%E8%8B%B1,,,,,,,,2018-02-16,OS,2019-04-28,WH
P0268,Kochetov,Vsevolod,en,male,NULL,NULL,NULL,NULL,1912,1973,NULL,NULL,PL0177,NULL,,NULL,https://en.wikipedia.org/wiki/Vsevolod_Kochetov,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0268,Ко́четов,Все́волод,ru,male,NULL,NULL,NULL,NULL,1912,1973,NULL,NULL,PL0177,NULL,,NULL,https://en.wikipedia.org/wiki/Vsevolod_Kochetov,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0268,柯切托夫,弗谢沃洛德,zh,male,NULL,NULL,NULL,NULL,1912,1973,弗．阿．弗谢沃洛德,zh,PL0177,NULL,,NULL,https://en.wikipedia.org/wiki/Vsevolod_Kochetov,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-12-18,DP
P0269,Kosmodemyanskaya,Zoya,en,female,NULL,NULL,NULL,NULL,1923,1941,NULL,NULL,PL0178,NULL,,NULL,https://en.wikipedia.org/wiki/Zoya_Kosmodemyanskaya,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0269,Космодемья́нская,Зо́я,ru,female,NULL,NULL,NULL,NULL,1923,1941,NULL,NULL,PL0178,NULL,,NULL,https://en.wikipedia.org/wiki/Zoya_Kosmodemyanskaya,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0269,科斯莫杰米扬斯卡娅,卓娅,zh,female,NULL,NULL,NULL,NULL,1923,1941,NULL,NULL,PL0178,NULL,,NULL,https://en.wikipedia.org/wiki/Zoya_Kosmodemyanskaya,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0270,Kravchenko,Victor,en,male,NULL,NULL,NULL,NULL,1905,1966,NULL,NULL,PL0179,NULL,,NULL,https://en.wikipedia.org/wiki/Victor_Kravchenko_(defector),ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0270,Кравченко,Виктор,ru,male,NULL,NULL,NULL,NULL,1905,1966,NULL,NULL,PL0179,NULL,,NULL,https://en.wikipedia.org/wiki/Victor_Kravchenko_(defector),ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0270,克拉夫钦科,维克多,zh,male,NULL,NULL,NULL,NULL,1905,1966,NULL,NULL,PL0179,NULL,,NULL,https://en.wikipedia.org/wiki/Victor_Kravchenko_(defector),ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0271,Lavrenyov,Boris,en,male,NULL,NULL,NULL,NULL,1891,1959,NULL,NULL,PL0180,NULL,,NULL,https://en.wikipedia.org/wiki/Boris_Lavrenyov,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0271,Лавренёв,Борис,ru,male,NULL,NULL,NULL,NULL,1891,1959,NULL,NULL,PL0180,NULL,,NULL,https://en.wikipedia.org/wiki/Boris_Lavrenyov,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0271,拉夫列尼约夫,鲍利斯,zh,male,NULL,NULL,NULL,NULL,1891,1959,拉甫列涅夫,zh,PL0180,NULL,,NULL,https://en.wikipedia.org/wiki/Boris_Lavrenyov,ONLINE SOURCE,,,,,,,2018-02-19,OS,2018-02-19,OS
P0272,Lermontov,Mikhail,en,male,NULL,NULL,NULL,NULL,1814,1841,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Mikhail_Lermontov,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-02-27,OS
P0272,Ле́рмонтов,Михаи́л,ru,male,NULL,NULL,NULL,NULL,1814,1841,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Mikhail_Lermontov,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-02-27,OS
P0272,莱蒙托夫,米哈伊尔,zh,male,NULL,NULL,NULL,NULL,1814,1841,NULL,NULL,PL0027,NULL,,NULL,https://en.wikipedia.org/wiki/Mikhail_Lermontov,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-02-27,OS
P0273,Gu,Yunpu,en,male,no,NULL,NULL,NULL,1931,,NULL,NULL,PL0181,NULL,,NULL,https://baike.baidu.com/item/%E9%A1%BE%E8%95%B4%E7%92%9E,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-03-13,WH
P0273,顾,蕴璞,zh,male,no,NULL,NULL,NULL,1931,,NULL,NULL,PL0181,NULL,,NULL,https://baike.baidu.com/item/%E9%A1%BE%E8%95%B4%E7%92%9E,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-03-13,WH
P0274,Kang,Zhengguo,en,male,yes,1967,,,1944,,NULL,NULL,PL0182,,,,https://zh.wikipedia.org/wiki/%E5%BA%B7%E6%AD%A3%E6%9E%9C,ONLINE SOURCE,,,,,not in a real zhiqing. He was sentenced to 3 years of laogai in 1964 and used to live on the countryside close to Xi'an  from 1967 onwards for a longer time.,,2018-02-27,OS,2018-02-27,OS
P0274,康,正果,zh,male,yes,1967,,,1944,,NULL,NULL,PL0182,,,,https://zh.wikipedia.org/wiki/%E5%BA%B7%E6%AD%A3%E6%9E%9C,ONLINE SOURCE,,,,,not in a real zhiqing. He was sentenced to 3 years of laogai in 1964 and used to live on the countryside close to Xi'an  from 1967 onwards for a longer time.,,2018-02-27,OS,2018-02-27,OS
P0275,Li,Daoyuan,en,male,NULL,NULL,NULL,NULL,0466..0472,0527,NULL,NULL,PL0183,NULL,,NULL,https://en.wikipedia.org/wiki/Li_Daoyuan,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-10-25,DP
P0275,郦,道元,zh,male,NULL,NULL,NULL,NULL,0466..0472,0527,NULL,NULL,PL0183,NULL,,NULL,https://en.wikipedia.org/wiki/Li_Daoyuan,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-10-25,DP
P0276,Zhao,Yuesheng,en,male,no,NULL,NULL,NULL,1955~,,,,,,,,https://baike.baidu.com/item/%E8%B5%B5%E8%B6%8A%E8%83%9C,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-02-27,OS
P0276,赵,越胜,zh,male,no,NULL,NULL,NULL,1955~,,,,,,,,https://baike.baidu.com/item/%E8%B5%B5%E8%B6%8A%E8%83%9C,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-02-27,OS
P0277,Tang,Ke,en,male,unknown,NULL,NULL,NULL,"[1952,1962]",,,,,,,,SS00209,279ff.,,,,,,,2018-02-27,OS,2018-03-13,WH
P0277,唐,克,zh,male,unknown,NULL,NULL,NULL,"[1952,1962]",,,,,,,,SS00209,279ff.,,,,,,,2018-02-27,OS,2018-03-13,WH
P0278,Li,Jiantong,en,male,NULL,NULL,NULL,NULL,1919,2005,Qiuxin,en,PL0184,NULL,,NULL,https://baike.baidu.com/item/%E6%9D%8E%E5%BB%BA%E5%BD%A4/9743407,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-02-28,OS
P0278,李,建彤,zh,male,NULL,NULL,NULL,NULL,1919,2005,秋心,zh,PL0184,NULL,,NULL,https://baike.baidu.com/item/%E6%9D%8E%E5%BB%BA%E5%BD%A4/9743407,ONLINE SOURCE,,,,,,,2018-02-27,OS,2018-02-28,OS
P0279,Keats,John,en,male,NULL,NULL,NULL,NULL,1795,1821,NULL,NULL,PL0036,NULL,,NULL,https://en.wikipedia.org/wiki/John_Keats,ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0279,济慈,约翰,zh,male,NULL,NULL,NULL,NULL,1795,1821,NULL,NULL,PL0036,NULL,,NULL,https://en.wikipedia.org/wiki/John_Keats,ONLINE SOURCE,,,,,,,2018-02-16,OS,2018-02-16,OS
P0280,Shen,Congwen,en,male,unknown,NULL,NULL,NULL,1902,1988,Shen Yuehuan,en,PL0199,,,,https://en.wikipedia.org/wiki/Shen_Congwen,ONLINE SOURCE,,,,,,,2018-03-06,MG,2018-03-14,MG
P0280,沈,从文,zh,male,unknown,NULL,NULL,NULL,1902,1988,沈岳煥,zh,PL0199,,,,https://en.wikipedia.org/wiki/Shen_Congwen,ONLINE SOURCE,,,,,,,2018-03-06,MG,2018-03-14,MG
P0281,Wu,Ningkun,en,male,yes,1968,1970,PL0201,1920,,NULL,NULL,PL0200,,,,https://en.wikipedia.org/wiki/Wu_Ningkun,ONLINE SOURCE,SS00248,,,,,,2018-03-06,MG,2018-03-14,MG
P0281,巫,宁坤,zh,male,yes,1968,1970,PL0201,1920,,NULL,NULL,PL0200,,,,https://en.wikipedia.org/wiki/Wu_Ningkun,ONLINE SOURCE,SS00248,,,,,,2018-03-06,MG,2018-03-14,MG
P0282,Li,Yikai,en,female,yes,1969,1970,PL0205,,,NULL,NULL,PL0018,,,,SS00248,270,,,,,,,2018-03-06,MG,2018-11-01,MG
P0282,李,怡楷,zh,female,yes,1969,1970,PL0205,,,NULL,NULL,PL0018,,,,SS00248,270,,,,,,,2018-03-06,MG,2018-11-01,MG
P0283,Deng,Muhang,en,male,unknown,NULL,NULL,NULL,,,NULL,NULL,PL0999,,,,SS00248,103,,,,,,,2018-03-09,MG,2018-11-13,MG
P0284,Chen,Yu,en,male,unknown,NULL,NULL,NULL,,,NULL,NULL,PL0999,S08,,,SS00248,239,,,,,,,2018-03-09,MG,2018-11-13,MG
P0285,Fast,Howard,en,male,NULL,NULL,NULL,NULL,1914,2003,E. V. Cunningham,en,PL0050,NULL,,NULL,https://en.wikipedia.org/wiki/Howard_Fast,ONLINE SOURCE,,,,,,,2018-03-09,MG,2018-03-09,MG
P0285,法斯特,霍华德,zh,male,NULL,NULL,NULL,NULL,1914,2003,E. V. Cunningham,en,PL0050,NULL,,NULL,https://en.wikipedia.org/wiki/Howard_Fast,ONLINE SOURCE,,,,,,,2018-03-12,MG,2018-03-12,MG
P0286,Shi,Nai‘an,en,male,NULL,NULL,NULL,NULL,1296,1372,NULL,NULL,PL0082,NULL,,NULL,https://zh.wikipedia.org/wiki/%E6%96%BD%E8%80%90%E5%BA%B5,ONLINE SOURCE,,,,,,,2018-03-12,MG,2018-03-14,MG
P0286,施,耐庵,zh,male,NULL,NULL,NULL,NULL,1296,1372,NULL,NULL,PL0082,NULL,,NULL,https://en.wikipedia.org/wiki/Shi_Nai%27an,ONLINE SOURCE,,,,,,,2018-03-12,MG,2018-03-14,MG
P0287,More,Thomas,en,male,NULL,NULL,NULL,NULL,1478,1535,NULL,NULL,PL0036,NULL,,NULL,https://en.wikipedia.org/wiki/Thomas_More,ONLINE SOURCE,,,,,,,2018-03-12,MG,2018-03-12,MG
P0287,莫尔,托马斯,zh,male,NULL,NULL,NULL,NULL,1478,1535,NULL,NULL,PL0036,NULL,,NULL,https://en.wikipedia.org/wiki/Thomas_More,ONLINE SOURCE,,,,,,,2018-03-12,MG,2018-03-12,MG
P0288,Beyle,Marie-Henri,fr,male,NULL,NULL,NULL,NULL,1783,1842,Stendhal,fr,PL0203,NULL,,NULL,https://en.wikipedia.org/wiki/Stendhal,ONLINE SOURCE,,,,,,,2018-03-12,MG,2018-03-14,MG
P0288,贝尔,马利 亨利,zh,male,NULL,NULL,NULL,NULL,1783,1842,司汤达,zh,PL0203,NULL,,NULL,https://en.wikipedia.org/wiki/Stendhal,ONLINE SOURCE,,,,,,,2018-03-12,MG,2018-03-14,MG
P0289,Li,Shiyu,en,male,unknown,NULL,NULL,NULL,unknown,unknown,NULL,NULL,PL0018,NULL,,unknown,SS00248,205,,,,,he was an expert on Chinese folk religions,,2018-03-12,MG,2018-03-12,MG
P0290,Wu,Cheng‘en,en,male,NULL,NULL,NULL,NULL,1506,1582,Ruzhong,en,PL0204,NULL,,NULL,https://en.wikipedia.org/wiki/Wu_Cheng%27en,ONLINE SOURCE,,,,,,,2018-03-13,MG,2018-03-14,MG
P0290,吴,承恩,zh,male,NULL,NULL,NULL,NULL,1506,1582,汝忠,zh,PL0204,NULL,,NULL,https://en.wikipedia.org/wiki/Wu_Cheng%27en,ONLINE SOURCE,,,,,,,2018-03-13,MG,2018-03-14,MG
P0291,Wu,Yiding,en,male,unknown,NULL,NULL,NULL,unknown,unknown,NULL,NULL,PL0999,,,unknown,SS00248,246f,,,,,,,2018-03-13,MG,2018-11-13,MG
P0292,anon,Yian,en,female,unknown,NULL,NULL,NULL,1958?,,NULL,NULL,PL0999,,,unknown,SS00248,326,SS00248,76,,,,,2018-03-13,MG,2018-11-13,MG
P0293,Mao,,en,male,yes,1968?,1970?,PL0187,unknown,unknown,NULL,NULL,PL0999,,,unknown,SS00248,239,,,,,Professor,,2018-03-13,MG,2018-11-13,MG
P0294,Gardner,Helen,en,female,NULL,NULL,NULL,NULL,1878,1946,NULL,NULL,PL0206,NULL,,NULL,https://en.wikipedia.org/wiki/Helen_Gardner_(art_historian),,,,,,,,2018-03-13,MG,2018-03-14,MG
P0294,加德纳,海伦,zh,female,NULL,NULL,NULL,NULL,1878,1946,NULL,NULL,PL0206,NULL,,NULL,https://en.wikipedia.org/wiki/Helen_Gardner_(art_historian),,,,,,,,2018-03-13,MG,2018-03-14,MG
P0295,Allan,Ted,en,male,NULL,NULL,NULL,NULL,1916,1995,Ted Herman,en,PL0176,NULL,,NULL,https://en.wikipedia.org/wiki/Ted_Allan,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0295,阿兰,泰德,zh,male,NULL,NULL,NULL,NULL,1916,1995,NULL,NULL,PL0176,NULL,,NULL,https://en.wikipedia.org/wiki/Ted_Allan,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0296,Luo,Guanzhong,en,male,NULL,NULL,NULL,NULL,1320,1400,Huhai Sanren,en,PL0046,NULL,,NULL,https://en.wikipedia.org/wiki/Luo_Guanzhong,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0296,罗,贯中,zh,male,NULL,NULL,NULL,NULL,1320,1400,湖海散人,zh,PL0046,NULL,,NULL,https://zh.wikipedia.org/wiki/%E7%BD%97%E8%B4%AF%E4%B8%AD,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0297,A Kempis,Thomas,en,male,NULL,NULL,NULL,NULL,1380,1471,NULL,NULL,PL0207,NULL,,NULL,https://en.wikipedia.org/wiki/Thomas_%C3%A0_Kempis,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0297,肯皮斯,托马斯,zh,male,NULL,NULL,NULL,NULL,1380,1471,NULL,NULL,PL0207,NULL,,NULL,https://en.wikipedia.org/wiki/Thomas_%C3%A0_Kempis,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0298,Gibbon,Edward,en,male,NULL,NULL,NULL,NULL,1737,1794,NULL,NULL,PL0036,NULL,,NULL,https://en.wikipedia.org/wiki/Edward_Gibbon,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0298,吉本,爱德华,zh,male,NULL,NULL,NULL,NULL,1737,1794,NULL,NULL,PL0036,NULL,,NULL,https://en.wikipedia.org/wiki/Edward_Gibbon,ONLINE SOURCE,,,,,,,2018-03-14,MG,2018-03-14,MG
P0299,Ding,Ling,en,female,NULL,NULL,NULL,NULL,1904,1986,Jiang Wei,en,PL0208,NULL,,,https://zh.wikipedia.org/zh-hans/%E4%B8%81%E7%8E%B2,,,,,,,,2018-03-17,WH,2018-03-17,WH
P0299,丁,玲,zh,female,NULL,NULL,NULL,NULL,1904,1986,蒋伟,zh,PL0208,NULL,,,https://zh.wikipedia.org/zh-hans/%E4%B8%81%E7%8E%B2,,,,,,,,2018-03-17,WH,2018-03-17,WH
P0300,Dong,Xiwen,en,male,NULL,NULL,NULL,NULL,1914,1973,NULL,NULL,PL0045,NULL,,,https://zh.wikipedia.org/wiki/%E8%91%A3%E5%B8%8C%E6%96%87,,,,,,,,2018-03-17,WH,2018-03-17,WH
P0300,董,希文,zh,male,NULL,NULL,NULL,NULL,1914,1973,NULL,NULL,PL0045,NULL,,,https://zh.wikipedia.org/wiki/%E8%91%A3%E5%B8%8C%E6%96%87,,,,,,,,2018-03-17,WH,2018-03-17,WH
P0301,Dreiser,Theodore,en,male,NULL,NULL,NULL,NULL,1871,1945,NULL,NULL,PL0209,NULL,,NULL,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%A5%A5%E5%A4%9A%C2%B7%E5%BE%B7%E8%8E%B1%E8%B5%9B,,,,,,,,2018-03-28,WH,2018-03-28,WH
P0301,德莱塞,西奥多,zh,male,NULL,NULL,NULL,NULL,1871,1956,NULL,NULL,PL0209,NULL,,NULL,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%A5%A5%E5%A4%9A%C2%B7%E5%BE%B7%E8%8E%B1%E8%B5%9B,,,,,,,,2018-03-28,WH,2018-03-28,WH
P0302,Du,Fu,en,male,NULL,NULL,NULL,NULL,0712,0770,,,PL0210,NULL,,NULL,https://zh.wikipedia.org/wiki/%E6%9D%9C%E7%94%AB,,,,,,,,2018-03-28,WH,2018-03-28,WH
P0302,杜,甫,zh,male,NULL,NULL,NULL,NULL,0712,0770,,,PL0210,NULL,,NULL,https://zh.wikipedia.org/wiki/%E6%9D%9C%E7%94%AB,,,,,,,,2018-03-28,WH,2018-03-28,WH
P0303,Du,Pengcheng,en,male,NULL,NULL,NULL,NULL,1922,1991,NULL,NULL,PL0211,NULL,,NULL,https://zh.wikipedia.org/wiki/%E6%9D%9C%E9%B9%8F%E7%A8%8B,,,,,,,,2018-03-28,WH,2018-03-28,WH
P0303,杜,鹏程,zh,male,NULL,NULL,NULL,NULL,1922,1911,NULL,NULL,PL0211,NULL,,NULL,https://zh.wikipedia.org/wiki/%E6%9D%9C%E9%B9%8F%E7%A8%8B,,,,,,,,2018-03-28,WH,2018-03-28,WH
P0304,Dumas,Alexandre fils,en,male,NULL,NULL,NULL,NULL,1824,1895,NULL,NULL,PL0047,NULL,,NULL,https://zh.wikipedia.org/wiki/%E5%B0%8F%E4%BB%B2%E9%A9%AC,,,,,,,,2018-04-11,WH,2018-04-11,WH
P0304,仲马,亚历山大,zh,male,NULL,NULL,NULL,NULL,1824,1895,NULL,NULL,PL0047,NULL,,NULL,https://zh.wikipedia.org/wiki/%E5%B0%8F%E4%BB%B2%E9%A9%AC,,,,,,,,2018-04-11,WH,2018-04-11,WH
P0305,Dvořák,Antonín,en,male,NULL,NULL,NULL,NULL,1841,1904,NULL,NULL,PL0065,NULL,,NULL,https://zh.wikipedia.org/wiki/%E5%AE%89%E4%B8%9C%E5%AE%81%C2%B7%E5%BE%B7%E6%B2%83%E5%A4%8F%E5%85%8B,,,,,,,,2018-04-11,WH,2018-04-11,WH
P0305,德沃夏克,安东宁,zh,male,NULL,NULL,NULL,NULL,1841,1904,NULL,NULL,PL0065,NULL,,NULL,https://zh.wikipedia.org/wiki/%E5%AE%89%E4%B8%9C%E5%AE%81%C2%B7%E5%BE%B7%E6%B2%83%E5%A4%8F%E5%85%8B,,,,,,,,2018-04-11,WH,2018-04-11,WH
P0320,Mu,Aiping,en,female,yes,1968,1969,PL0227,1951,,NULL,NULL,PL0002,unknown,,unknown,SS00268,,https://www.encyclopedia.com/arts/educational-magazines/mu-aiping-1951,ONLINE SOURCE,,,,,2018-03-17,MG,2018-03-21,MG
P0320,慕,,zh,female,yes,1968,1969,PL0227,1951,,NULL,NULL,PL0002,unknown,,unknown,SS00268,,https://www.encyclopedia.com/arts/educational-magazines/mu-aiping-1951,ONLINE SOURCE,,,,,2018-03-17,MG,2018-03-21,MG
P0321,Brontë,Emily,en,female,NULL,NULL,NULL,NULL,1818,1848,Ellis Bell,en,PL0071,NULL,,NULL,https://en.wikipedia.org/wiki/Emily_Bront%C3%AB,ONLINE SOURCE,,,,,,,2018-03-17,MG,2018-03-17,MG
P0321,勃朗特,艾米莉,zh,female,NULL,NULL,NULL,NULL,1818,1848,NULL,NULL,PL0071,NULL,,NULL,https://en.wikipedia.org/wiki/Emily_Bront%C3%AB,ONLINE SOURCE,,,,,,,2018-03-17,MG,2018-03-17,MG
P0322,Mu,Xiang,en,male,no,NULL,NULL,NULL,1916,1988,NULL,NULL,PL0228,,,,https://baike.baidu.com/item/%E6%85%95%E6%B9%98,ONLINE SOURCE,,,,,,,2018-03-21,MG,2018-03-21,MG
P0322,慕,湘,zh,male,no,NULL,NULL,NULL,1916,1988,NULL,NULL,PL0228,,,,https://baike.baidu.com/item/%E6%85%95%E6%B9%98,ONLINE SOURCE,,,,,,,2018-03-21,MG,2018-03-21,MG
P0323,Tolstoy,Lev Nikolayevich,en,male,NULL,NULL,NULL,NULL,1828,1910,Leo Tolstoy,en,PL0229,NULL,,NULL,https://en.wikipedia.org/wiki/Leo_Tolstoy,ONLINE SOURCE,,,,,,,2018-03-21,MG,2018-03-21,MG
